DEBUT;FIN;hq_contrat
2020-05-29 14:32;2020-05-29 17:57;311452426
2021-10-18 17:24;2021-10-18 19:19;311452426
2020-06-23 19:00;2020-06-23 20:40;314744757
2020-08-03 09:31;2020-08-03 13:07;314744757
2021-05-13 09:41;2021-05-13 11:02;314744757
2021-06-10 07:30;2021-06-10 15:29;314744757
2021-07-09 00:33;2021-07-09 00:45;314744757
2021-12-11 19:45;2021-12-12 11:38;314744757
2021-12-12 11:38;2021-12-12 12:04;314744757
2020-06-23 18:44;2020-06-23 19:44;301405559
2020-06-23 19:45;2020-06-23 20:27;301405559
2020-11-15 12:59;2020-11-15 13:13;301405559
2020-11-15 13:22;2020-11-15 13:36;301405559
2020-11-15 13:54;2020-11-15 14:56;301405559
2021-01-22 07:35;2021-01-22 11:04;301405559
2021-05-25 14:01;2021-05-25 14:16;301405559
2021-05-25 14:17;2021-05-25 14:42;301405559
2021-09-15 04:04;2021-09-15 04:13;301405559
2021-09-15 04:14;2021-09-15 04:49;301405559
2021-03-26 13:04;2021-03-26 13:11;314707839
2021-03-26 13:11;2021-03-26 13:22;314707839
2021-09-26 13:08;2021-09-26 13:20;314707839
2021-12-21 16:37;2021-12-21 17:27;314707839
2020-07-21 20:41;2020-07-21 22:00;314542788
2020-08-19 16:02;2020-08-19 16:10;314542788
2021-03-24 11:49;2021-03-24 11:59;314542788
2021-12-11 20:50;2021-12-11 21:10;314542788
2020-02-02 13:52;2020-02-02 13:59;313092724
2020-05-18 02:57;2020-05-18 07:24;313092724
2020-05-26 14:03;2020-05-26 15:08;313092724
2020-06-11 06:34;2020-06-11 08:13;313092724
2020-06-14 11:24;2020-06-14 12:10;313092724
2020-10-26 08:10;2020-10-26 08:16;313092724
2020-11-17 08:25;2020-11-17 08:46;313092724
2020-11-29 13:08;2020-11-29 15:30;313092724
2021-02-01 15:08;2021-02-01 15:32;313092724
2021-05-20 05:35;2021-05-20 05:46;313092724
2021-06-08 14:56;2021-06-08 16:09;313092724
2021-07-01 02:39;2021-07-01 03:41;313092724
2021-07-20 11:54;2021-07-20 12:00;313092724
2021-09-08 15:09;2021-09-08 15:49;313092724
2020-06-03 02:44;2020-06-03 04:00;313099245
2020-06-11 12:28;2020-06-11 14:33;313099245
2020-06-20 19:45;2020-06-20 20:04;313099245
2020-06-23 18:40;2020-06-23 18:59;313099245
2020-06-23 18:59;2020-06-23 22:48;313099245
2020-06-23 22:48;2020-06-24 00:38;313099245
2020-10-12 13:35;2020-10-12 15:25;313099245
2021-03-10 08:42;2021-03-10 12:47;313099245
2021-05-13 09:41;2021-05-13 11:03;313099245
2021-12-11 08:43;2021-12-11 09:56;313099245
2021-12-11 20:17;2021-12-11 21:49;313099245
2021-12-11 22:20;2021-12-12 02:24;313099245
2020-01-19 08:50;2020-01-19 09:04;312584348
2021-01-18 07:03;2021-01-18 08:46;312584348
2020-08-11 10:13;2020-08-11 11:11;300554749
2020-08-11 10:13;2020-08-11 11:11;309216922
2020-08-19 08:39;2020-08-19 15:11;300554749
2020-08-19 08:39;2020-08-19 15:11;309216922
2020-12-03 08:59;2020-12-03 12:04;300554749
2020-12-03 08:59;2020-12-03 12:04;309216922
2021-04-28 16:47;2021-04-28 17:04;300554749
2021-04-28 16:47;2021-04-28 17:04;309216922
2021-06-10 19:35;2021-06-10 20:08;300554749
2021-06-10 19:35;2021-06-10 20:08;309216922
2021-08-30 18:38;2021-08-30 18:50;300554749
2021-08-30 18:38;2021-08-30 18:50;309216922
2020-05-27 06:31;2020-05-27 06:43;300456248
2020-06-13 20:47;2020-06-13 21:02;300456248
;;308057243
2020-05-20 17:33;2020-05-20 20:52;314069972
2021-09-13 07:53;2021-09-13 15:59;314069972
2021-09-23 08:30;2021-09-23 11:45;314069972
2021-09-23 12:51;2021-09-23 13:00;314069972
2020-06-11 11:18;2020-06-11 11:38;314054036
2020-06-11 12:32;2020-06-11 16:44;314054036
2020-06-30 08:36;2020-06-30 10:27;314054036
2020-07-01 20:49;2020-07-01 23:17;314054036
2020-09-22 16:04;2020-09-22 16:19;314054036
2021-09-13 18:42;2021-09-13 19:25;314054036
2021-10-12 14:48;2021-10-12 15:02;314054036
2021-12-11 08:22;2021-12-11 08:29;314054036
2021-12-11 08:43;2021-12-11 09:56;314054036
2021-12-11 20:17;2021-12-11 21:49;314054036
2021-12-11 22:20;2021-12-12 02:24;314054036
2020-09-24 14:49;2020-09-24 15:02;312023132
2020-10-29 10:59;2020-10-29 12:19;312023132
2021-06-12 05:19;2021-06-12 05:29;312023132
2021-12-08 21:04;2021-12-08 21:17;312023132
2021-12-08 21:29;2021-12-08 21:48;312023132
2021-12-08 21:51;2021-12-08 23:41;312023132
2021-12-08 23:47;2021-12-09 01:49;312023132
2020-04-13 23:18;2020-04-13 23:42;313510850
2020-04-13 23:42;2020-04-14 01:19;313510850
2020-05-02 12:19;2020-05-02 12:32;313510850
2020-06-04 03:51;2020-06-04 04:02;313510850
2021-01-15 17:43;2021-01-15 19:11;313510850
2021-08-05 20:31;2021-08-05 20:56;313510850
2021-08-05 20:56;2021-08-05 21:54;313510850
2020-05-30 04:34;2020-05-30 04:45;314613520
2020-08-17 16:34;2020-08-17 16:45;314613520
2020-12-29 00:57;2020-12-29 01:31;314613520
2021-03-31 16:36;2021-03-31 17:16;314613520
2021-12-11 20:43;2021-12-12 00:16;314613520
2021-12-16 11:13;2021-12-16 11:23;314613520
2020-02-27 15:31;2020-02-27 15:41;314335361
2020-03-29 02:04;2020-03-29 02:14;314335361
2020-06-18 07:48;2020-06-18 07:58;314335361
2021-03-24 13:17;2021-03-24 14:56;314335361
2021-12-11 07:05;2021-12-11 07:16;314335361
2021-12-11 07:17;2021-12-11 08:44;314335361
2021-12-11 09:23;2021-12-11 12:32;314335361
2021-12-11 20:20;2021-12-12 12:30;314335361
2021-06-10 08:00;2021-06-10 13:07;311804427
2021-07-22 14:10;2021-07-22 17:10;311804427
2020-07-08 07:55;2020-07-08 08:06;313980518
2020-07-08 07:55;2020-07-08 08:06;314764493
2020-11-20 16:33;2020-11-20 17:33;313980518
2020-11-20 16:33;2020-11-20 17:33;314764493
2020-12-15 22:06;2020-12-16 01:07;313980518
2020-12-15 22:06;2020-12-16 01:07;314764493
2020-12-16 01:08;2020-12-16 01:13;313980518
2020-12-16 01:08;2020-12-16 01:13;314764493
2021-01-22 08:33;2021-01-22 09:37;313980518
2021-01-22 08:33;2021-01-22 09:37;314764493
2021-01-31 05:45;2021-01-31 05:54;313980518
2021-01-31 05:45;2021-01-31 05:54;314764493
2021-02-24 14:24;2021-02-24 15:31;313980518
2021-02-24 14:24;2021-02-24 15:31;314764493
2020-05-15 08:08;2020-05-15 08:26;314645952
2020-05-15 08:08;2020-05-15 08:26;300682889
2020-05-30 06:57;2020-05-30 08:24;314645952
2020-05-30 06:57;2020-05-30 08:24;300682889
2020-11-07 10:12;2020-11-07 11:24;314645952
2020-11-07 10:12;2020-11-07 11:24;300682889
2021-02-08 14:47;2021-02-08 14:58;314645952
2021-02-08 14:47;2021-02-08 14:58;300682889
2021-02-08 14:59;2021-02-08 15:54;314645952
2021-02-08 14:59;2021-02-08 15:54;300682889
2021-06-28 16:29;2021-06-28 16:39;314645952
2021-06-28 16:29;2021-06-28 16:39;300682889
2021-06-28 16:39;2021-06-28 17:27;314645952
2021-06-28 16:39;2021-06-28 17:27;300682889
2021-12-11 22:40;2021-12-12 00:12;314645952
2021-12-11 22:40;2021-12-12 00:12;300682889
2020-02-18 16:06;2020-02-18 17:56;314405761
2020-03-10 09:15;2020-03-10 09:26;314405761
2020-03-10 09:26;2020-03-10 10:01;314405761
2020-06-20 21:50;2020-06-20 22:50;314405761
2020-03-18 10:43;2020-03-18 11:49;307665092
2020-07-08 15:17;2020-07-08 16:47;307665092
2020-08-22 13:41;2020-08-22 13:51;307665092
2020-09-15 08:14;2020-09-15 08:30;307665092
2020-09-15 08:30;2020-09-15 10:07;307665092
2020-11-30 20:02;2020-11-30 20:13;307665092
2020-12-01 20:02;2020-12-01 20:10;307665092
2021-05-11 09:18;2021-05-11 12:10;307665092
2021-10-03 21:37;2021-10-03 22:35;307665092
2021-10-28 03:55;2021-10-28 04:05;307665092
2021-10-28 04:05;2021-10-28 05:35;307665092
2021-11-12 22:56;2021-11-13 05:44;307665092
2021-11-13 05:34;2021-11-13 05:44;307665092
2021-11-23 22:00;2021-11-23 22:17;307665092
2021-12-11 06:53;2021-12-11 23:07;307665092
2020-02-07 05:53;2020-02-07 06:03;312751987
2020-02-07 06:03;2020-02-07 12:05;312751987
2020-02-07 12:05;2020-02-07 12:26;312751987
2020-02-13 05:22;2020-02-13 05:33;312751987
2020-02-13 05:34;2020-02-13 07:14;312751987
2020-03-11 09:16;2020-03-11 13:43;312751987
2020-03-23 15:47;2020-03-23 16:03;312751987
2020-03-25 16:54;2020-03-25 17:05;312751987
2021-09-15 17:35;2021-09-15 17:53;312751987
2022-01-19 14:12;2022-01-19 16:46;312751987
2020-01-08 16:05;2020-01-08 17:08;310176663
2020-02-27 08:41;2020-02-27 08:56;310176663
2020-02-27 08:58;2020-02-27 10:38;310176663
2020-06-23 18:39;2020-06-23 22:23;310176663
2021-06-05 17:40;2021-06-05 17:51;310176663
2021-11-02 11:11;2021-11-02 11:21;310176663
2021-11-19 07:51;2021-11-19 08:53;310176663
2021-12-06 17:05;2021-12-06 17:19;310176663
2021-12-06 17:20;2021-12-06 18:08;310176663
2021-12-06 18:09;2021-12-06 18:31;310176663
2021-12-06 18:31;2021-12-06 19:31;310176663
2021-12-11 20:31;2021-12-11 20:48;310176663
2021-04-04 09:54;2021-04-04 11:48;307480621
2021-05-27 08:11;2021-05-27 09:18;307480621
2021-09-18 08:58;2021-09-18 09:09;307480621
2020-01-08 19:32;2020-01-08 19:48;313093296
2020-01-08 19:48;2020-01-08 21:57;313093296
2020-01-09 12:01;2020-01-09 12:07;313093296
2020-01-13 18:59;2020-01-13 19:18;313093296
2020-06-11 12:40;2020-06-11 13:05;313093296
2020-07-08 07:55;2020-07-08 08:07;313093296
2020-07-23 09:41;2020-07-23 10:14;313093296
2020-07-27 08:42;2020-07-27 09:57;313093296
2021-08-11 08:34;2021-08-11 08:45;313093296
2021-09-22 20:32;2021-09-22 21:46;313093296
2020-02-18 14:26;2020-02-18 14:44;314517341
2020-02-18 16:20;2020-02-18 16:31;314517341
2020-02-18 16:32;2020-02-18 18:06;314517341
2020-02-18 18:16;2020-02-18 18:39;314517341
2020-02-18 18:39;2020-02-18 18:48;314517341
2020-04-30 02:13;2020-04-30 03:23;314517341
2020-10-31 22:15;2020-10-31 23:14;314517341
2021-08-25 16:28;2021-08-25 19:28;314517341
2020-03-20 17:29;2020-03-20 17:41;305357125
2020-04-13 21:00;2020-04-13 21:10;305357125
2020-04-13 21:11;2020-04-13 22:30;305357125
2020-04-13 22:58;2020-04-14 01:14;305357125
2020-06-11 11:22;2020-06-11 12:29;305357125
2020-06-11 12:34;2020-06-11 14:26;305357125
2020-06-11 15:56;2020-06-11 16:09;305357125
2020-06-23 18:40;2020-06-23 18:56;305357125
2021-05-13 09:41;2021-05-13 11:01;305357125
2021-06-07 10:19;2021-06-07 11:18;305357125
2021-09-27 06:33;2021-09-27 08:36;305357125
2020-03-14 12:12;2020-03-14 12:23;309030937
2020-03-14 12:23;2020-03-14 13:20;309030937
2020-03-14 13:20;2020-03-14 13:42;309030937
2020-03-14 13:47;2020-03-14 13:55;309030937
2020-03-14 13:56;2020-03-14 14:33;309030937
2020-04-18 23:45;2020-04-19 00:15;309030937
2020-08-19 16:02;2020-08-19 16:12;309030937
2021-03-24 11:49;2021-03-24 12:01;309030937
2020-07-27 16:28;2020-07-27 16:40;313814771
2020-12-20 13:31;2020-12-20 15:26;313814771
2020-12-20 15:27;2020-12-20 16:06;313814771
2020-08-15 06:44;2020-08-15 06:56;313398187
2021-01-16 13:13;2021-01-16 14:39;313398187
2021-04-22 10:10;2021-04-22 11:06;313398187
2021-12-11 20:47;2021-12-11 21:25;313398187
2021-12-12 01:05;2021-12-12 01:47;313398187
2021-12-12 01:51;2021-12-12 14:13;313398187
2020-02-02 13:52;2020-02-02 13:58;314228702
2020-06-14 20:34;2020-06-15 03:52;314228702
2020-06-15 11:35;2020-06-15 12:01;314228702
2020-06-15 12:02;2020-06-15 12:31;314228702
2020-07-08 09:52;2020-07-08 16:37;314228702
2020-10-26 08:10;2020-10-26 08:16;314228702
2020-11-17 08:25;2020-11-17 08:46;314228702
2020-11-29 13:08;2020-11-29 15:30;314228702
2021-02-01 15:08;2021-02-01 15:32;314228702
2021-05-20 05:35;2021-05-20 05:46;314228702
2021-05-27 17:50;2021-05-27 18:00;314228702
2021-07-14 11:50;2021-07-14 12:00;314228702
2022-01-11 21:32;2022-01-11 21:58;314228702
2020-03-21 13:08;2020-03-21 13:41;307703257
2021-04-06 22:19;2021-04-06 22:25;307703257
2021-12-17 00:19;2021-12-17 00:29;307703257
2021-12-17 00:29;2021-12-17 01:32;307703257
2022-01-18 22:03;2022-01-18 22:09;307703257
2020-07-29 01:50;2020-07-29 02:08;313915412
2020-08-06 07:45;2020-08-06 08:01;313915412
2020-09-22 07:49;2020-09-22 09:41;313915412
2020-10-14 07:51;2020-10-14 15:08;313915412
2021-12-01 09:03;2021-12-01 10:05;313915412
2020-06-16 06:49;2020-06-16 07:00;310221726
2020-10-11 03:06;2020-10-11 08:00;310221726
2021-04-07 08:34;2021-04-07 13:36;310221726
2021-10-04 16:22;2021-10-04 16:32;310221726
2021-10-29 15:55;2021-10-29 17:51;311586535
2020-01-28 20:35;2020-01-28 21:42;301103522
2020-07-25 14:04;2020-07-25 14:59;301103522
2021-08-25 14:35;2021-08-25 14:45;301103522
2021-08-27 07:14;2021-08-27 07:24;301103522
2020-03-24 11:34;2020-03-24 11:51;311966853
2020-03-24 11:34;2020-03-24 11:51;309583648
2020-11-30 11:39;2020-11-30 11:56;311966853
2020-11-30 11:39;2020-11-30 11:56;309583648
2022-01-13 13:26;2022-01-13 13:36;311966853
2022-01-13 13:26;2022-01-13 13:36;309583648
2022-01-13 13:37;2022-01-13 15:30;311966853
2022-01-13 13:37;2022-01-13 15:30;309583648
2022-01-13 15:30;2022-01-13 15:51;311966853
2022-01-13 15:30;2022-01-13 15:51;309583648
2022-01-13 15:52;2022-01-13 16:17;311966853
2022-01-13 15:52;2022-01-13 16:17;309583648
2022-01-13 16:22;2022-01-13 16:31;311966853
2022-01-13 16:22;2022-01-13 16:31;309583648
2022-01-13 16:35;2022-01-13 16:57;311966853
2022-01-13 16:35;2022-01-13 16:57;309583648
2020-08-08 07:18;2020-08-08 07:29;301280836
2020-12-21 15:27;2020-12-21 15:37;301280836
2020-12-21 15:37;2020-12-21 16:28;301280836
2021-01-19 08:35;2021-01-19 11:35;301280836
2021-05-07 09:09;2021-05-07 13:51;301280836
2021-05-07 13:45;2021-05-07 13:51;301280836
2021-05-10 13:50;2021-05-10 14:43;301280836
2021-06-14 16:09;2021-06-14 16:29;301280836
2021-06-30 16:40;2021-06-30 16:51;301280836
2021-10-16 16:19;2021-10-16 16:41;301280836
2021-10-30 02:28;2021-10-30 02:34;301280836
2021-05-17 18:57;2021-05-17 19:09;313031280
2021-10-28 08:42;2021-10-28 08:55;313031280
2021-11-07 12:38;2021-11-07 12:51;313031280
2021-05-17 18:57;2021-05-17 19:09;308098456
2021-05-17 18:57;2021-05-17 19:09;300974266
2021-10-28 08:42;2021-10-28 08:55;308098456
2021-10-28 08:42;2021-10-28 08:55;300974266
2021-11-07 12:38;2021-11-07 12:51;308098456
2021-11-07 12:38;2021-11-07 12:51;300974266
2020-05-13 21:28;2020-05-13 22:04;313107412
2020-06-09 05:30;2020-06-09 05:40;313107412
2020-04-26 06:52;2020-04-26 07:51;300967860
2020-08-03 03:38;2020-08-03 03:48;300967860
2020-08-03 06:06;2020-08-03 06:16;300967860
2020-08-03 06:19;2020-08-03 09:21;300967860
2020-08-03 09:24;2020-08-03 11:02;300967860
2020-06-11 13:16;2020-06-11 13:21;311738235
2020-06-11 13:16;2020-06-11 13:21;311948469
2020-06-11 14:38;2020-06-11 14:50;311738235
2020-06-11 14:38;2020-06-11 14:50;311948469
2020-06-11 17:23;2020-06-11 17:56;311738235
2020-06-11 17:23;2020-06-11 17:56;311948469
2020-06-16 09:35;2020-06-16 10:09;311738235
2020-06-16 09:35;2020-06-16 10:09;311948469
2020-06-03 00:08;2020-06-03 00:52;310395030
2020-06-11 12:29;2020-06-11 12:41;310395030
2020-06-11 12:43;2020-06-11 15:05;310395030
2020-09-13 17:12;2020-09-13 17:24;310395030
2020-10-24 13:45;2020-10-24 13:55;310395030
2020-10-24 13:55;2020-10-24 16:16;310395030
2020-10-24 16:16;2020-10-24 16:28;310395030
2020-10-24 16:28;2020-10-24 17:02;310395030
2020-10-27 15:07;2020-10-27 16:21;310395030
2020-12-24 16:51;2020-12-24 17:03;310395030
2021-02-24 17:33;2021-02-24 17:46;310395030
2021-09-28 07:02;2021-09-28 18:40;310395030
2021-09-28 18:30;2021-09-28 18:40;310395030
2020-01-23 17:33;2020-01-23 18:33;307624019
2020-04-07 04:42;2020-04-07 06:44;307624019
2020-04-07 06:45;2020-04-07 08:27;307624019
2020-06-11 06:34;2020-06-11 07:15;307624019
2020-06-14 20:33;2020-06-15 03:54;307624019
2021-07-14 11:50;2021-07-14 12:00;307624019
2021-09-08 15:09;2021-09-08 15:49;307624019
2020-01-04 07:35;2020-01-04 07:45;312093395
2020-07-08 15:36;2020-07-08 15:46;312093395
2020-07-08 15:47;2020-07-08 19:07;312093395
2020-07-11 12:53;2020-07-11 13:13;312093395
2021-12-12 00:29;2021-12-12 07:10;312093395
2020-11-12 19:20;2020-11-12 21:03;310614057
2021-01-31 12:38;2021-01-31 17:07;310614057
2021-01-31 17:07;2021-01-31 17:29;310614057
2021-01-31 17:30;2021-01-31 17:48;310614057
2021-01-31 17:48;2021-01-31 19:31;310614057
2020-05-20 08:32;2020-05-20 10:10;310736228
2020-05-21 08:42;2020-05-21 09:56;310736228
2020-05-21 09:56;2020-05-21 10:03;310736228
2020-06-14 07:17;2020-06-14 07:30;310736228
2020-04-15 10:51;2020-04-15 13:01;306789109
2020-11-19 14:12;2020-11-19 15:10;306789109
2020-12-11 09:52;2020-12-11 10:08;314561319
2020-12-11 09:52;2020-12-11 10:08;311818912
2020-03-13 12:02;2020-03-13 12:31;305655837
2020-05-23 14:12;2020-05-23 14:22;305655837
2021-06-20 06:57;2021-06-20 07:57;305655837
2021-09-28 12:08;2021-09-28 12:13;305655837
2021-10-29 15:55;2021-10-29 17:51;305655837
2021-11-26 15:47;2021-11-26 17:24;305655837
2020-06-17 14:13;2020-06-17 16:05;311683496
2020-06-25 13:35;2020-06-25 15:31;311683496
;;314326783
;;313079453
2020-07-17 07:05;2020-07-17 07:18;301343840
2020-10-13 07:53;2020-10-13 08:04;301343840
2020-10-13 10:25;2020-10-13 11:09;301343840
2021-05-23 06:31;2021-05-23 06:41;301343840
2021-06-21 19:27;2021-06-21 19:46;301343840
2021-11-23 15:31;2021-11-23 15:45;301343840
2022-01-17 09:57;2022-01-17 10:07;301343840
2021-10-19 12:11;2021-10-19 12:45;312577511
2022-02-11 05:03;2022-02-11 06:39;312577511
2020-07-17 05:42;2020-07-17 06:08;311489115
2020-06-23 19:44;2020-06-23 20:43;313576856
2021-04-18 22:06;2021-04-18 23:01;313576856
2021-06-09 18:43;2021-06-09 19:55;313576856
2020-06-26 05:44;2020-06-26 05:54;313491368
2020-07-19 05:45;2020-07-19 05:55;313491368
2020-07-19 19:42;2020-07-19 19:55;313491368
2020-09-05 07:45;2020-09-05 07:56;313491368
2021-01-04 07:28;2021-01-04 07:39;313491368
2021-05-26 05:39;2021-05-26 05:54;313491368
2021-06-06 10:26;2021-06-06 10:36;313491368
2021-08-30 05:32;2021-08-30 05:43;313491368
2021-10-10 14:42;2021-10-10 15:01;313491368
2020-06-24 06:57;2020-06-24 07:09;310278169
2020-07-09 18:56;2020-07-09 19:09;310278169
2020-07-14 05:53;2020-07-14 06:04;310278169
2020-09-19 08:30;2020-09-19 08:43;310278169
2021-04-30 21:53;2021-04-30 22:03;310278169
2021-04-30 22:11;2021-04-30 23:15;310278169
2021-09-28 14:16;2021-09-28 14:28;310278169
2020-01-02 12:46;2020-01-02 12:57;309648059
2020-06-09 08:47;2020-06-09 08:58;309648059
2020-07-11 12:53;2020-07-11 13:13;309648059
2020-08-10 14:09;2020-08-10 14:21;309648059
2020-10-24 10:53;2020-10-24 11:48;309648059
2021-03-27 13:03;2021-03-27 13:21;309648059
2021-06-08 05:06;2021-06-08 05:17;309648059
2020-07-27 16:28;2020-07-27 16:40;309834591
2020-07-27 16:28;2020-07-27 16:40;313935055
2020-10-19 11:52;2020-10-19 16:23;309834591
2020-10-19 11:52;2020-10-19 16:23;313935055
2020-12-20 13:31;2020-12-20 15:26;309834591
2020-12-20 13:31;2020-12-20 15:26;313935055
2020-12-20 15:27;2020-12-20 16:06;309834591
2020-12-20 15:27;2020-12-20 16:06;313935055
2020-06-11 12:34;2020-06-11 14:42;313092773
2020-06-20 06:36;2020-06-20 06:46;313092773
2020-06-27 10:32;2020-06-27 11:59;313092773
2021-06-12 15:15;2021-06-12 17:39;313092773
2021-07-13 10:54;2021-07-13 12:04;313756932
2020-06-02 21:04;2020-06-02 22:31;302348422
2022-02-06 20:56;2022-02-06 21:28;302348422
2020-05-30 22:22;2020-05-30 23:57;304572066
2020-10-08 08:04;2020-10-08 15:03;304572066
2020-12-11 13:22;2020-12-11 14:12;304572066
2021-02-03 16:13;2021-02-03 17:42;304572066
2021-02-16 22:15;2021-02-17 00:58;304572066
2021-06-14 14:55;2021-06-14 16:06;304572066
2021-08-21 15:15;2021-08-21 17:18;304572066
2021-08-21 17:18;2021-08-21 17:52;304572066
2022-01-04 09:38;2022-01-04 10:07;304572066
2022-02-08 22:17;2022-02-08 22:56;304572066
2020-02-11 08:32;2020-02-11 08:50;313117865
2021-07-02 18:18;2021-07-02 18:47;313117865
2021-11-18 10:49;2021-11-18 11:17;311998475
2021-11-18 11:17;2021-11-18 11:22;311998475
;;313953473
2020-04-03 17:06;2020-04-03 18:49;306398536
2020-04-03 18:49;2020-04-03 22:09;306398536
2020-04-03 22:09;2020-04-04 00:30;306398536
2021-12-08 11:02;2021-12-08 11:14;306398536
;;312827568
2020-02-11 08:32;2020-02-11 09:01;307243143
2020-11-20 18:10;2020-11-20 19:11;307243143
2021-07-02 18:18;2021-07-02 18:46;307243143
2021-12-06 21:19;2021-12-07 00:35;307243143
2021-11-17 15:17;2021-11-17 15:42;307734179
2020-02-15 06:13;2020-02-15 08:32;307755098
2020-02-27 10:16;2020-02-27 10:50;307755098
2020-02-27 10:50;2020-02-27 13:18;307755098
2020-02-27 13:19;2020-02-27 13:43;307755098
2020-02-27 13:45;2020-02-27 16:33;307755098
2020-02-27 16:38;2020-02-27 16:47;307755098
2020-08-05 00:06;2020-08-05 07:13;307755098
2020-09-15 09:09;2020-09-15 10:09;307755098
2021-12-03 11:37;2021-12-03 15:49;307755098
2020-03-10 17:31;2020-03-10 21:10;313466934
2021-07-21 09:07;2021-07-21 13:44;313466934
2020-08-05 00:03;2020-08-05 04:16;314691232
2021-09-23 08:36;2021-09-23 12:07;314691232
2022-02-17 06:36;2022-02-17 06:48;314691232
2021-02-12 17:37;2021-02-12 19:05;302009595
2020-01-12 06:59;2020-01-12 11:24;312428618
2021-09-13 14:04;2021-09-13 15:47;312428618
2021-09-15 01:39;2021-09-15 04:54;312428618
2021-10-05 19:57;2021-10-05 20:29;312428618
2020-02-27 11:18;2020-02-28 16:39;302196574
2020-03-29 23:35;2020-03-30 10:54;302196574
2020-05-14 18:25;2020-05-14 19:11;302196574
2020-09-08 14:37;2020-09-08 14:44;302196574
2021-11-02 10:50;2021-11-02 12:07;302196574
2020-02-27 04:15;2020-02-27 04:25;302208355
2020-02-27 11:27;2020-02-27 11:40;302208355
2020-03-10 15:38;2020-03-10 15:45;302208355
2020-03-10 17:47;2020-03-10 18:26;302208355
2020-03-10 18:26;2020-03-10 18:53;302208355
2020-05-29 12:08;2020-05-29 12:14;302208355
2021-03-01 23:22;2021-03-02 00:45;302208355
2021-05-03 00:33;2021-05-03 00:53;302208355
2021-05-13 18:49;2021-05-13 19:01;302208355
2021-06-12 17:37;2021-06-13 02:13;302208355
2021-06-13 05:32;2021-06-13 14:40;302208355
2021-09-08 18:30;2021-09-08 18:38;302208355
2021-11-19 12:42;2021-11-19 13:16;302208355
2020-02-27 10:16;2020-02-27 10:50;314553094
2020-02-27 10:50;2020-02-27 13:18;314553094
2020-02-27 13:19;2020-02-27 19:13;314553094
2020-08-05 00:06;2020-08-05 08:54;314553094
2020-08-05 08:54;2020-08-05 14:52;314553094
2020-09-23 09:07;2020-09-23 16:02;314553094
;;304353704
2020-02-27 11:25;2020-02-27 20:08;302041847
2020-02-27 20:08;2020-02-27 20:41;302041847
2020-05-14 18:25;2020-05-14 19:11;302041847
2020-08-28 12:20;2020-08-28 15:38;302041847
2020-09-08 14:37;2020-09-08 14:44;302041847
2020-09-25 08:30;2020-09-25 12:50;302041847
2021-04-17 20:59;2021-04-17 23:21;302041847
2021-10-31 10:41;2021-10-31 16:36;302041847
2021-02-12 17:37;2021-02-12 19:05;312364544
;;313537509
;;314301444
2020-06-03 09:33;2020-06-03 16:09;302069222
2021-06-19 13:51;2021-06-19 16:41;302069222
2021-11-01 11:20;2021-11-01 12:47;302069222
2020-03-07 09:58;2020-03-07 14:03;313374591
2020-04-08 10:06;2020-04-08 10:15;313374591
2020-04-14 00:01;2020-04-14 03:03;313374591
2020-07-17 16:26;2020-07-17 16:32;313374591
2021-06-02 12:53;2021-06-02 13:39;313374591
2021-07-02 18:18;2021-07-02 18:39;313374591
2021-07-04 10:28;2021-07-04 11:32;313374591
2022-02-01 13:59;2022-02-01 16:27;313977475
2020-03-10 17:25;2020-03-10 20:09;302280289
2020-06-03 09:33;2020-06-03 16:09;314435211
2021-06-19 13:51;2021-06-19 16:41;314435211
2021-11-01 11:20;2021-11-01 12:47;314435211
2020-02-06 20:07;2020-02-07 02:16;312764787
2020-05-20 17:09;2020-05-20 17:59;312764787
2020-08-12 09:00;2020-08-12 09:43;312764787
2021-01-02 22:21;2021-01-02 22:34;312764787
2021-01-20 00:55;2021-01-20 01:45;312764787
2021-11-22 09:16;2021-11-22 10:24;312764787
2022-02-17 00:30;2022-02-17 01:02;312764787
2020-08-05 00:13;2020-08-05 09:48;313362889
2021-02-01 01:58;2021-02-01 04:22;313362889
2020-11-06 09:48;2020-11-06 10:44;314321925
2022-01-04 08:17;2022-01-04 08:33;314321925
2022-01-04 08:34;2022-01-04 11:08;314321925
2020-06-05 13:15;2020-06-05 13:55;308516790
2021-03-10 23:50;2021-03-11 00:42;308516790
2020-06-09 08:19;2020-06-09 10:04;311471665
2020-06-11 13:41;2020-06-11 13:52;311471665
2020-07-23 06:51;2020-07-23 07:06;311471665
2020-12-15 08:55;2020-12-15 10:27;311471665
2021-01-13 21:59;2021-01-13 23:04;311471665
2021-06-08 15:54;2021-06-09 12:05;311471665
2021-06-09 12:05;2021-06-09 15:26;311471665
2022-01-24 13:58;2022-01-24 14:46;311471665
2022-02-17 06:02;2022-02-17 06:15;311471665
2020-06-11 18:28;2020-06-11 20:04;314208983
2021-11-17 15:17;2021-11-17 15:42;314208983
2021-06-26 14:12;2021-06-26 17:14;302278186
2020-11-10 13:26;2020-11-10 14:11;310667429
2021-07-30 13:00;2021-07-30 14:47;310667429
2020-07-29 06:58;2020-07-29 09:13;306509920
2021-11-01 11:20;2021-11-01 12:47;306509920
2020-06-22 07:54;2020-06-22 08:13;314350090
